Date,State,Total Confirmed Cases,Cured/Discharged/Migrated,Death
30-01-2020,Kerala,1,5344.258410531448,254.85641150658216
02-02-2020,Kerala,2,5344.258410531448,254.85641150658216
03-02-2020,Kerala,3,5344.258410531448,254.85641150658216
02-03-2020,Kerala,3,5344.258410531448,254.85641150658216
02-03-2020,Delhi,1,5344.258410531448,254.85641150658216
02-03-2020,Telangana,1,5344.258410531448,254.85641150658216
03-03-2020,Kerala,3,5344.258410531448,254.85641150658216
03-03-2020,Delhi,1,5344.258410531448,254.85641150658216
03-03-2020,Telangana,1,5344.258410531448,254.85641150658216
03-03-2020,Rajasthan,1,5344.258410531448,254.85641150658216
04-03-2020,Haryana,14,5344.258410531448,254.85641150658216
04-03-2020,Uttar Pradesh,6,5344.258410531448,254.85641150658216
04-03-2020,Kerala,3,5344.258410531448,254.85641150658216
04-03-2020,Rajasthan,3,5344.258410531448,254.85641150658216
04-03-2020,Delhi,1,5344.258410531448,254.85641150658216
04-03-2020,Telangana,1,5344.258410531448,254.85641150658216
05-03-2020,Haryana,14,5344.258410531448,254.85641150658216
05-03-2020,Uttar Pradesh,6,5344.258410531448,254.85641150658216
05-03-2020,Kerala,3,5344.258410531448,254.85641150658216
05-03-2020,Rajasthan,3,5344.258410531448,254.85641150658216
05-03-2020,Delhi,3,5344.258410531448,254.85641150658216
05-03-2020,Telangana,1,5344.258410531448,254.85641150658216
06-03-2020,Haryana,14,5344.258410531448,254.85641150658216
06-03-2020,Uttar Pradesh,6,5344.258410531448,254.85641150658216
06-03-2020,Kerala,3,5344.258410531448,254.85641150658216
06-03-2020,Rajasthan,3,5344.258410531448,254.85641150658216
06-03-2020,Delhi,4,5344.258410531448,254.85641150658216
06-03-2020,Telangana,1,5344.258410531448,254.85641150658216
07-03-2020,Haryana,14,5344.258410531448,254.85641150658216
07-03-2020,Uttar Pradesh,6,5344.258410531448,254.85641150658216
07-03-2020,Kerala,3,5344.258410531448,254.85641150658216
07-03-2020,Rajasthan,3,5344.258410531448,254.85641150658216
07-03-2020,Delhi,4,5344.258410531448,254.85641150658216
07-03-2020,Ladakh,2,5344.258410531448,254.85641150658216
07-03-2020,Tamil Nadu,1,5344.258410531448,254.85641150658216
07-03-2020,Telangana,1,5344.258410531448,254.85641150658216
07-03-2020,Andhra Pradesh,1,5344.258410531448,254.85641150658216
07-03-2020,Bihar,1,5344.258410531448,254.85641150658216
08-03-2020,Haryana,14,5344.258410531448,254.85641150658216
08-03-2020,Uttar Pradesh,6,5344.258410531448,254.85641150658216
08-03-2020,Kerala,8,5344.258410531448,254.85641150658216
08-03-2020,Rajasthan,3,5344.258410531448,254.85641150658216
08-03-2020,Delhi,4,5344.258410531448,254.85641150658216
08-03-2020,Ladakh,2,5344.258410531448,254.85641150658216
08-03-2020,Tamil Nadu,1,5344.258410531448,254.85641150658216
08-03-2020,Telangana,1,5344.258410531448,254.85641150658216
08-03-2020,Andhra Pradesh,1,5344.258410531448,254.85641150658216
08-03-2020,Bihar,1,5344.258410531448,254.85641150658216
09-03-2020,Haryana,14,5344.258410531448,254.85641150658216
09-03-2020,Uttar Pradesh,7,5344.258410531448,254.85641150658216
09-03-2020,Kerala,9,5344.258410531448,254.85641150658216
09-03-2020,Rajasthan,3,5344.258410531448,254.85641150658216
09-03-2020,Delhi,5,5344.258410531448,254.85641150658216
09-03-2020,Ladakh,2,5344.258410531448,254.85641150658216
09-03-2020,Tamil Nadu,1,5344.258410531448,254.85641150658216
09-03-2020,Telangana,1,5344.258410531448,254.85641150658216
09-03-2020,Andhra Pradesh,1,5344.258410531448,254.85641150658216
09-03-2020,Bihar,1,5344.258410531448,254.85641150658216
09-03-2020,Jammu and Kashmir,1,5344.258410531448,254.85641150658216
09-03-2020,Punjab,1,5344.258410531448,254.85641150658216
10-03-2020,Haryana,14,5344.258410531448,254.85641150658216
10-03-2020,Uttar Pradesh,7,5344.258410531448,254.85641150658216
10-03-2020,Kerala,11,5344.258410531448,254.85641150658216
10-03-2020,Rajasthan,3,5344.258410531448,254.85641150658216
10-03-2020,Delhi,5,5344.258410531448,254.85641150658216
10-03-2020,Ladakh,2,5344.258410531448,254.85641150658216
10-03-2020,Tamil Nadu,1,5344.258410531448,254.85641150658216
10-03-2020,Telangana,1,5344.258410531448,254.85641150658216
10-03-2020,Andhra Pradesh,1,5344.258410531448,254.85641150658216
10-03-2020,Bihar,1,5344.258410531448,254.85641150658216
10-03-2020,Jammu and Kashmir,1,5344.258410531448,254.85641150658216
10-03-2020,Punjab,1,5344.258410531448,254.85641150658216
10-03-2020,Karnataka,4,5344.258410531448,254.85641150658216
10-03-2020,Maharashtra,2,5344.258410531448,254.85641150658216
11-03-2020,Haryana,14,5344.258410531448,254.85641150658216
11-03-2020,Uttar Pradesh,7,5344.258410531448,254.85641150658216
11-03-2020,Kerala,19,5344.258410531448,254.85641150658216
11-03-2020,Rajasthan,4,5344.258410531448,254.85641150658216
11-03-2020,Delhi,6,5344.258410531448,254.85641150658216
11-03-2020,Ladakh,2,5344.258410531448,254.85641150658216
11-03-2020,Tamil Nadu,1,5344.258410531448,254.85641150658216
11-03-2020,Telangana,1,5344.258410531448,254.85641150658216
11-03-2020,Andhra Pradesh,1,5344.258410531448,254.85641150658216
11-03-2020,Bihar,1,5344.258410531448,254.85641150658216
11-03-2020,Jammu and Kashmir,1,5344.258410531448,254.85641150658216
11-03-2020,Punjab,1,5344.258410531448,254.85641150658216
11-03-2020,Karnataka,4,5344.258410531448,254.85641150658216
11-03-2020,Maharashtra,2,5344.258410531448,254.85641150658216
12-03-2020,Haryana,14,5344.258410531448,254.85641150658216
12-03-2020,Uttar Pradesh,11,5344.258410531448,254.85641150658216
12-03-2020,Kerala,19,5344.258410531448,254.85641150658216
12-03-2020,Rajasthan,4,5344.258410531448,254.85641150658216
12-03-2020,Delhi,6,5344.258410531448,254.85641150658216
12-03-2020,Ladakh,3,5344.258410531448,254.85641150658216
12-03-2020,Tamil Nadu,1,5344.258410531448,254.85641150658216
12-03-2020,Telangana,1,5344.258410531448,254.85641150658216
12-03-2020,Andhra Pradesh,1,5344.258410531448,254.85641150658216
12-03-2020,Bihar,1,5344.258410531448,254.85641150658216
12-03-2020,Jammu and Kashmir,1,5344.258410531448,254.85641150658216
12-03-2020,Punjab,1,5344.258410531448,254.85641150658216
12-03-2020,Karnataka,4,5344.258410531448,254.85641150658216
12-03-2020,Maharashtra,11,5344.258410531448,254.85641150658216
13-03-2020,Haryana,14,5344.258410531448,254.85641150658216
13-03-2020,Uttar Pradesh,11,5344.258410531448,254.85641150658216
13-03-2020,Kerala,19,5344.258410531448,254.85641150658216
13-03-2020,Rajasthan,4,5344.258410531448,254.85641150658216
13-03-2020,Delhi,6,5344.258410531448,254.85641150658216
13-03-2020,Ladakh,3,5344.258410531448,254.85641150658216
13-03-2020,Tamil Nadu,1,5344.258410531448,254.85641150658216
13-03-2020,Telangana,1,5344.258410531448,254.85641150658216
13-03-2020,Andhra Pradesh,1,5344.258410531448,254.85641150658216
13-03-2020,Bihar,1,5344.258410531448,254.85641150658216
13-03-2020,Jammu and Kashmir,1,5344.258410531448,254.85641150658216
13-03-2020,Punjab,1,5344.258410531448,254.85641150658216
13-03-2020,Karnataka,6,5344.258410531448,254.85641150658216
13-03-2020,Maharashtra,11,5344.258410531448,254.85641150658216
13-03-2020,Chhattisgarh,1,5344.258410531448,254.85641150658216
14-03-2020,Haryana,14,5344.258410531448,254.85641150658216
14-03-2020,Uttar Pradesh,12,5344.258410531448,254.85641150658216
14-03-2020,Kerala,19,5344.258410531448,254.85641150658216
14-03-2020,Rajasthan,4,5344.258410531448,254.85641150658216
14-03-2020,Delhi,7,5344.258410531448,254.85641150658216
14-03-2020,Ladakh,3,5344.258410531448,254.85641150658216
14-03-2020,Tamil Nadu,1,5344.258410531448,254.85641150658216
14-03-2020,Telangana,1,5344.258410531448,254.85641150658216
14-03-2020,Andhra Pradesh,1,5344.258410531448,254.85641150658216
14-03-2020,Bihar,1,5344.258410531448,254.85641150658216
14-03-2020,Jammu and Kashmir,2,5344.258410531448,254.85641150658216
14-03-2020,Punjab,1,5344.258410531448,254.85641150658216
14-03-2020,Karnataka,6,5344.258410531448,254.85641150658216
14-03-2020,Maharashtra,14,5344.258410531448,254.85641150658216
14-03-2020,Chhattisgarh,1,5344.258410531448,254.85641150658216
15-03-2020,Haryana,14,5344.258410531448,254.85641150658216
15-03-2020,Uttar Pradesh,13,5344.258410531448,254.85641150658216
15-03-2020,Kerala,22,5344.258410531448,254.85641150658216
15-03-2020,Rajasthan,4,5344.258410531448,254.85641150658216
15-03-2020,Delhi,7,5344.258410531448,254.85641150658216
15-03-2020,Ladakh,3,5344.258410531448,254.85641150658216
15-03-2020,Tamil Nadu,1,5344.258410531448,254.85641150658216
15-03-2020,Telangana,3,5344.258410531448,254.85641150658216
15-03-2020,Andhra Pradesh,1,5344.258410531448,254.85641150658216
15-03-2020,Bihar,1,5344.258410531448,254.85641150658216
15-03-2020,Jammu and Kashmir,2,5344.258410531448,254.85641150658216
15-03-2020,Punjab,1,5344.258410531448,254.85641150658216
15-03-2020,Karnataka,6,5344.258410531448,254.85641150658216
15-03-2020,Maharashtra,32,5344.258410531448,254.85641150658216
15-03-2020,Chhattisgarh,1,5344.258410531448,254.85641150658216
15-03-2020,Uttarakhand,1,5344.258410531448,254.85641150658216
16-03-2020,Haryana,14,5344.258410531448,254.85641150658216
16-03-2020,Uttar Pradesh,13,5344.258410531448,254.85641150658216
16-03-2020,Kerala,23,5344.258410531448,254.85641150658216
16-03-2020,Rajasthan,4,5344.258410531448,254.85641150658216
16-03-2020,Delhi,7,5344.258410531448,254.85641150658216
16-03-2020,Ladakh,4,5344.258410531448,254.85641150658216
16-03-2020,Tamil Nadu,1,5344.258410531448,254.85641150658216
16-03-2020,Telangana,3,5344.258410531448,254.85641150658216
16-03-2020,Andhra Pradesh,1,5344.258410531448,254.85641150658216
16-03-2020,Bihar,1,5344.258410531448,254.85641150658216
16-03-2020,Jammu and Kashmir,3,5344.258410531448,254.85641150658216
