Date,State,Total Confirmed Cases,Cured/Discharged/Migrated,Death
09-03-2020,Jammu and Kashmir,1.0,5344.258410531448,254.85641150658216
09-03-2020,Punjab,1.0,5344.258410531448,254.85641150658216
10-03-2020,Haryana,14.0,5344.258410531448,254.85641150658216
10-03-2020,Uttar Pradesh,7.0,5344.258410531448,254.85641150658216
10-03-2020,Kerala,11.0,5344.258410531448,254.85641150658216
10-03-2020,Rajasthan,3.0,5344.258410531448,254.85641150658216
10-03-2020,Delhi,5.0,5344.258410531448,254.85641150658216
10-03-2020,Ladakh,2.0,5344.258410531448,254.85641150658216
10-03-2020,Tamil Nadu,1.0,5344.258410531448,254.85641150658216
10-03-2020,Telangana,1.0,5344.258410531448,254.85641150658216
10-03-2020,Andhra Pradesh,1.0,5344.258410531448,254.85641150658216
10-03-2020,Bihar,1.0,5344.258410531448,254.85641150658216
10-03-2020,Jammu and Kashmir,1.0,5344.258410531448,254.85641150658216
10-03-2020,Punjab,1.0,5344.258410531448,254.85641150658216
10-03-2020,Karnataka,4.0,5344.258410531448,254.85641150658216
10-03-2020,Maharashtra,2.0,5344.258410531448,254.85641150658216
11-03-2020,Haryana,14.0,5344.258410531448,254.85641150658216
11-03-2020,Uttar Pradesh,7.0,5344.258410531448,254.85641150658216
11-03-2020,Kerala,19.0,5344.258410531448,254.85641150658216
11-03-2020,Rajasthan,4.0,5344.258410531448,254.85641150658216
11-03-2020,Delhi,6.0,5344.258410531448,254.85641150658216
11-03-2020,Ladakh,2.0,5344.258410531448,254.85641150658216
11-03-2020,Tamil Nadu,1.0,5344.258410531448,254.85641150658216
11-03-2020,Telangana,1.0,5344.258410531448,254.85641150658216
11-03-2020,Andhra Pradesh,1.0,5344.258410531448,254.85641150658216
11-03-2020,Bihar,1.0,5344.258410531448,254.85641150658216
11-03-2020,Jammu and Kashmir,1.0,5344.258410531448,254.85641150658216
11-03-2020,Punjab,1.0,5344.258410531448,254.85641150658216
11-03-2020,Karnataka,4.0,5344.258410531448,254.85641150658216
11-03-2020,Maharashtra,2.0,5344.258410531448,254.85641150658216
12-03-2020,Haryana,14.0,5344.258410531448,254.85641150658216
12-03-2020,Uttar Pradesh,11.0,5344.258410531448,254.85641150658216
12-03-2020,Kerala,19.0,5344.258410531448,254.85641150658216
12-03-2020,Rajasthan,4.0,5344.258410531448,254.85641150658216
12-03-2020,Delhi,6.0,5344.258410531448,254.85641150658216
12-03-2020,Ladakh,3.0,5344.258410531448,254.85641150658216
12-03-2020,Tamil Nadu,1.0,5344.258410531448,254.85641150658216
12-03-2020,Telangana,1.0,5344.258410531448,254.85641150658216
12-03-2020,Andhra Pradesh,1.0,5344.258410531448,254.85641150658216
12-03-2020,Bihar,1.0,5344.258410531448,254.85641150658216
12-03-2020,Jammu and Kashmir,1.0,5344.258410531448,254.85641150658216
12-03-2020,Punjab,1.0,5344.258410531448,254.85641150658216
12-03-2020,Karnataka,4.0,5344.258410531448,254.85641150658216
12-03-2020,Maharashtra,11.0,5344.258410531448,254.85641150658216
13-03-2020,Haryana,14.0,5344.258410531448,254.85641150658216
13-03-2020,Uttar Pradesh,11.0,5344.258410531448,254.85641150658216
13-03-2020,Kerala,19.0,5344.258410531448,254.85641150658216
13-03-2020,Rajasthan,4.0,5344.258410531448,254.85641150658216
13-03-2020,Delhi,6.0,5344.258410531448,254.85641150658216
13-03-2020,Ladakh,3.0,5344.258410531448,254.85641150658216
13-03-2020,Tamil Nadu,1.0,5344.258410531448,254.85641150658216
13-03-2020,Telangana,1.0,5344.258410531448,254.85641150658216
13-03-2020,Andhra Pradesh,1.0,5344.258410531448,254.85641150658216
13-03-2020,Bihar,1.0,5344.258410531448,254.85641150658216
13-03-2020,Jammu and Kashmir,1.0,5344.258410531448,254.85641150658216
13-03-2020,Punjab,1.0,5344.258410531448,254.85641150658216
13-03-2020,Karnataka,6.0,5344.258410531448,254.85641150658216
13-03-2020,Maharashtra,11.0,5344.258410531448,254.85641150658216
13-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
14-03-2020,Haryana,14.0,5344.258410531448,254.85641150658216
14-03-2020,Uttar Pradesh,12.0,5344.258410531448,254.85641150658216
14-03-2020,Kerala,19.0,5344.258410531448,254.85641150658216
14-03-2020,Rajasthan,4.0,5344.258410531448,254.85641150658216
14-03-2020,Delhi,7.0,5344.258410531448,254.85641150658216
14-03-2020,Ladakh,3.0,5344.258410531448,254.85641150658216
14-03-2020,Tamil Nadu,1.0,5344.258410531448,254.85641150658216
14-03-2020,Telangana,1.0,5344.258410531448,254.85641150658216
14-03-2020,Andhra Pradesh,1.0,5344.258410531448,254.85641150658216
14-03-2020,Bihar,1.0,5344.258410531448,254.85641150658216
14-03-2020,Jammu and Kashmir,2.0,5344.258410531448,254.85641150658216
14-03-2020,Punjab,1.0,5344.258410531448,254.85641150658216
14-03-2020,Karnataka,6.0,5344.258410531448,254.85641150658216
14-03-2020,Maharashtra,14.0,5344.258410531448,254.85641150658216
14-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
15-03-2020,Haryana,14.0,5344.258410531448,254.85641150658216
15-03-2020,Uttar Pradesh,13.0,5344.258410531448,254.85641150658216
15-03-2020,Kerala,22.0,5344.258410531448,254.85641150658216
15-03-2020,Rajasthan,4.0,5344.258410531448,254.85641150658216
15-03-2020,Delhi,7.0,5344.258410531448,254.85641150658216
15-03-2020,Ladakh,3.0,5344.258410531448,254.85641150658216
15-03-2020,Tamil Nadu,1.0,5344.258410531448,254.85641150658216
15-03-2020,Telangana,3.0,5344.258410531448,254.85641150658216
15-03-2020,Andhra Pradesh,1.0,5344.258410531448,254.85641150658216
15-03-2020,Bihar,1.0,5344.258410531448,254.85641150658216
15-03-2020,Jammu and Kashmir,2.0,5344.258410531448,254.85641150658216
15-03-2020,Punjab,1.0,5344.258410531448,254.85641150658216
15-03-2020,Karnataka,6.0,5344.258410531448,254.85641150658216
15-03-2020,Maharashtra,32.0,5344.258410531448,254.85641150658216
15-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
15-03-2020,Uttarakhand,1.0,5344.258410531448,254.85641150658216
16-03-2020,Haryana,14.0,5344.258410531448,254.85641150658216
16-03-2020,Uttar Pradesh,13.0,5344.258410531448,254.85641150658216
16-03-2020,Kerala,23.0,5344.258410531448,254.85641150658216
16-03-2020,Rajasthan,4.0,5344.258410531448,254.85641150658216
16-03-2020,Delhi,7.0,5344.258410531448,254.85641150658216
16-03-2020,Ladakh,4.0,5344.258410531448,254.85641150658216
16-03-2020,Tamil Nadu,1.0,5344.258410531448,254.85641150658216
16-03-2020,Telangana,3.0,5344.258410531448,254.85641150658216
16-03-2020,Andhra Pradesh,1.0,5344.258410531448,254.85641150658216
16-03-2020,Bihar,1.0,5344.258410531448,254.85641150658216
16-03-2020,Jammu and Kashmir,3.0,5344.258410531448,254.85641150658216
16-03-2020,Punjab,1.0,5344.258410531448,254.85641150658216
16-03-2020,Karnataka,6.0,5344.258410531448,254.85641150658216
16-03-2020,Maharashtra,32.0,5344.258410531448,254.85641150658216
16-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
16-03-2020,Uttarakhand,1.0,5344.258410531448,254.85641150658216
16-03-2020,Odisha,1.0,5344.258410531448,254.85641150658216
17-03-2020,Haryana,15.0,5344.258410531448,254.85641150658216
17-03-2020,Uttar Pradesh,15.0,5344.258410531448,254.85641150658216
17-03-2020,Kerala,26.0,5344.258410531448,254.85641150658216
17-03-2020,Rajasthan,4.0,5344.258410531448,254.85641150658216
17-03-2020,Delhi,8.0,5344.258410531448,254.85641150658216
17-03-2020,Ladakh,6.0,5344.258410531448,254.85641150658216
17-03-2020,Tamil Nadu,1.0,5344.258410531448,254.85641150658216
17-03-2020,Telangana,5.0,5344.258410531448,254.85641150658216
17-03-2020,Andhra Pradesh,1.0,5344.258410531448,254.85641150658216
17-03-2020,Bihar,2.0,5344.258410531448,254.85641150658216
17-03-2020,Jammu and Kashmir,3.0,5344.258410531448,254.85641150658216
17-03-2020,Punjab,1.0,5344.258410531448,254.85641150658216
17-03-2020,Karnataka,11.0,5344.258410531448,254.85641150658216
17-03-2020,Maharashtra,39.0,5344.258410531448,254.85641150658216
17-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
17-03-2020,Uttarakhand,1.0,5344.258410531448,254.85641150658216
17-03-2020,Odisha,1.0,5344.258410531448,254.85641150658216
18-03-2020,Haryana,17.0,5344.258410531448,254.85641150658216
18-03-2020,Uttar Pradesh,16.0,5344.258410531448,254.85641150658216
18-03-2020,Kerala,27.0,5344.258410531448,254.85641150658216
18-03-2020,Rajasthan,4.0,5344.258410531448,254.85641150658216
18-03-2020,Delhi,10.0,5344.258410531448,254.85641150658216
18-03-2020,Ladakh,8.0,5344.258410531448,254.85641150658216
18-03-2020,Tamil Nadu,1.0,5344.258410531448,254.85641150658216
18-03-2020,Telangana,6.0,5344.258410531448,254.85641150658216
18-03-2020,Andhra Pradesh,1.0,5344.258410531448,254.85641150658216
18-03-2020,Bihar,2.0,5344.258410531448,254.85641150658216
18-03-2020,Jammu and Kashmir,3.0,5344.258410531448,254.85641150658216
18-03-2020,Punjab,1.0,5344.258410531448,254.85641150658216
18-03-2020,Karnataka,11.0,5344.258410531448,254.85641150658216
18-03-2020,Maharashtra,42.0,5344.258410531448,254.85641150658216
18-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
18-03-2020,Uttarakhand,1.0,5344.258410531448,254.85641150658216
18-03-2020,Odisha,1.0,5344.258410531448,254.85641150658216
19-03-2020,Haryana,18.0,5344.258410531448,254.85641150658216
19-03-2020,Uttar Pradesh,19.0,5344.258410531448,254.85641150658216
19-03-2020,Kerala,33.0,5344.258410531448,254.85641150658216
19-03-2020,Rajasthan,9.0,5344.258410531448,254.85641150658216
19-03-2020,Delhi,15.0,5344.258410531448,254.85641150658216
19-03-2020,Ladakh,9.0,5344.258410531448,254.85641150658216
19-03-2020,Tamil Nadu,3.0,5344.258410531448,254.85641150658216
19-03-2020,Telangana,10.0,5344.258410531448,254.85641150658216
19-03-2020,Andhra Pradesh,2.0,5344.258410531448,254.85641150658216
19-03-2020,Bihar,2.0,5344.258410531448,254.85641150658216
19-03-2020,Jammu and Kashmir,3.0,5344.258410531448,254.85641150658216
19-03-2020,Punjab,6.0,5344.258410531448,254.85641150658216
19-03-2020,Karnataka,15.0,5344.258410531448,254.85641150658216
19-03-2020,Maharashtra,48.0,5344.258410531448,254.85641150658216
19-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
19-03-2020,Uttarakhand,2.0,5344.258410531448,254.85641150658216
19-03-2020,Odisha,1.0,5344.258410531448,254.85641150658216
20-03-2020,Haryana,19.0,5344.258410531448,254.85641150658216
20-03-2020,Uttar Pradesh,22.0,5344.258410531448,254.85641150658216
20-03-2020,Kerala,40.0,5344.258410531448,254.85641150658216
20-03-2020,Rajasthan,14.0,5344.258410531448,254.85641150658216
20-03-2020,Delhi,20.0,5344.258410531448,254.85641150658216
20-03-2020,Ladakh,11.0,5344.258410531448,254.85641150658216
20-03-2020,Tamil Nadu,4.0,5344.258410531448,254.85641150658216
20-03-2020,Telangana,14.0,5344.258410531448,254.85641150658216
20-03-2020,Andhra Pradesh,3.0,5344.258410531448,254.85641150658216
20-03-2020,Bihar,2.0,5344.258410531448,254.85641150658216
20-03-2020,Jammu and Kashmir,4.0,5344.258410531448,254.85641150658216
20-03-2020,Punjab,11.0,5344.258410531448,254.85641150658216
20-03-2020,Karnataka,19.0,5344.258410531448,254.85641150658216
20-03-2020,Maharashtra,55.0,5344.258410531448,254.85641150658216
20-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
20-03-2020,Uttarakhand,2.0,5344.258410531448,254.85641150658216
20-03-2020,Odisha,2.0,5344.258410531448,254.85641150658216
21-03-2020,Maharashtra,61.0,5344.258410531448,254.85641150658216
21-03-2020,Kerala,46.0,5344.258410531448,254.85641150658216
21-03-2020,Uttar Pradesh,24.0,5344.258410531448,254.85641150658216
21-03-2020,Delhi,24.0,5344.258410531448,254.85641150658216
21-03-2020,Karnataka,22.0,5344.258410531448,254.85641150658216
21-03-2020,Haryana,20.0,5344.258410531448,254.85641150658216
21-03-2020,Rajasthan,19.0,5344.258410531448,254.85641150658216
21-03-2020,Telangana,18.0,5344.258410531448,254.85641150658216
21-03-2020,Punjab,16.0,5344.258410531448,254.85641150658216
21-03-2020,Ladakh,12.0,5344.258410531448,254.85641150658216
21-03-2020,Tamil Nadu,6.0,5344.258410531448,254.85641150658216
21-03-2020,Andhra Pradesh,4.0,5344.258410531448,254.85641150658216
21-03-2020,Jammu and Kashmir,4.0,5344.258410531448,254.85641150658216
21-03-2020,Uttarakhand,3.0,5344.258410531448,254.85641150658216
21-03-2020,Bihar,2.0,5344.258410531448,254.85641150658216
21-03-2020,Odisha,2.0,5344.258410531448,254.85641150658216
21-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
22-03-2020,Maharashtra,67.0,5344.258410531448,254.85641150658216
22-03-2020,Kerala,52.0,5344.258410531448,254.85641150658216
22-03-2020,Delhi,29.0,5344.258410531448,254.85641150658216
22-03-2020,Uttar Pradesh,27.0,5344.258410531448,254.85641150658216
22-03-2020,Karnataka,26.0,5344.258410531448,254.85641150658216
22-03-2020,Rajasthan,24.0,5344.258410531448,254.85641150658216
22-03-2020,Telangana,22.0,5344.258410531448,254.85641150658216
22-03-2020,Haryana,21.0,5344.258410531448,254.85641150658216
22-03-2020,Punjab,21.0,5344.258410531448,254.85641150658216
22-03-2020,Gujarat,18.0,5344.258410531448,254.85641150658216
22-03-2020,Ladakh,13.0,5344.258410531448,254.85641150658216
22-03-2020,Tamil Nadu,7.0,5344.258410531448,254.85641150658216
22-03-2020,Andhra Pradesh,5.0,5344.258410531448,254.85641150658216
22-03-2020,Chandigarh,5.0,5344.258410531448,254.85641150658216
22-03-2020,Jammu and Kashmir,4.0,5344.258410531448,254.85641150658216
22-03-2020,Madhya Pradesh,4.0,5344.258410531448,254.85641150658216
22-03-2020,West Bengal,4.0,5344.258410531448,254.85641150658216
22-03-2020,Uttarakhand,3.0,5344.258410531448,254.85641150658216
22-03-2020,Bihar,2.0,5344.258410531448,254.85641150658216
22-03-2020,Odisha,2.0,5344.258410531448,254.85641150658216
22-03-2020,Himachal Pradesh,2.0,5344.258410531448,254.85641150658216
22-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
22-03-2020,Puducherry,1.0,5344.258410531448,254.85641150658216
23-03-2020,Maharashtra,74.0,5344.258410531448,254.85641150658216
23-03-2020,Kerala,67.0,5344.258410531448,254.85641150658216
23-03-2020,Karnataka,33.0,5344.258410531448,254.85641150658216
23-03-2020,Telangana,32.0,5344.258410531448,254.85641150658216
23-03-2020,Uttar Pradesh,31.0,5344.258410531448,254.85641150658216
23-03-2020,Delhi,29.0,5344.258410531448,254.85641150658216
23-03-2020,Gujarat,29.0,5344.258410531448,254.85641150658216
23-03-2020,Rajasthan,28.0,5344.258410531448,254.85641150658216
23-03-2020,Haryana,26.0,5344.258410531448,254.85641150658216
23-03-2020,Punjab,21.0,5344.258410531448,254.85641150658216
23-03-2020,Ladakh,13.0,5344.258410531448,254.85641150658216
23-03-2020,Tamil Nadu,9.0,5344.258410531448,254.85641150658216
23-03-2020,Andhra Pradesh,7.0,5344.258410531448,254.85641150658216
23-03-2020,West Bengal,7.0,5344.258410531448,254.85641150658216
23-03-2020,Chandigarh,6.0,5344.258410531448,254.85641150658216
23-03-2020,Madhya Pradesh,6.0,5344.258410531448,254.85641150658216
23-03-2020,Jammu and Kashmir,4.0,5344.258410531448,254.85641150658216
23-03-2020,Uttarakhand,3.0,5344.258410531448,254.85641150658216
23-03-2020,Himachal Pradesh,3.0,5344.258410531448,254.85641150658216
23-03-2020,Bihar,2.0,5344.258410531448,254.85641150658216
23-03-2020,Odisha,2.0,5344.258410531448,254.85641150658216
23-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
23-03-2020,Puducherry,1.0,5344.258410531448,254.85641150658216
24-03-2020,Kerala,95.0,5344.258410531448,254.85641150658216
24-03-2020,Maharashtra,89.0,5344.258410531448,254.85641150658216
24-03-2020,Karnataka,37.0,5344.258410531448,254.85641150658216
24-03-2020,Telangana,35.0,5344.258410531448,254.85641150658216
24-03-2020,Uttar Pradesh,33.0,5344.258410531448,254.85641150658216
24-03-2020,Gujarat,33.0,5344.258410531448,254.85641150658216
24-03-2020,Rajasthan,32.0,5344.258410531448,254.85641150658216
24-03-2020,Delhi,30.0,5344.258410531448,254.85641150658216
24-03-2020,Punjab,29.0,5344.258410531448,254.85641150658216
24-03-2020,Haryana,28.0,5344.258410531448,254.85641150658216
24-03-2020,Tamil Nadu,15.0,5344.258410531448,254.85641150658216
24-03-2020,Ladakh,13.0,5344.258410531448,254.85641150658216
24-03-2020,West Bengal,9.0,5344.258410531448,254.85641150658216
24-03-2020,Andhra Pradesh,8.0,5344.258410531448,254.85641150658216
24-03-2020,Chandigarh,7.0,5344.258410531448,254.85641150658216
24-03-2020,Madhya Pradesh,7.0,5344.258410531448,254.85641150658216
24-03-2020,Jammu and Kashmir,4.0,5344.258410531448,254.85641150658216
24-03-2020,Uttarakhand,4.0,5344.258410531448,254.85641150658216
24-03-2020,Himachal Pradesh,3.0,5344.258410531448,254.85641150658216
24-03-2020,Bihar,3.0,5344.258410531448,254.85641150658216
24-03-2020,Odisha,2.0,5344.258410531448,254.85641150658216
24-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
24-03-2020,Puducherry,1.0,5344.258410531448,254.85641150658216
24-03-2020,Manipur,1.0,5344.258410531448,254.85641150658216
25-03-2020,Maharashtra,128.0,5344.258410531448,254.85641150658216
25-03-2020,Kerala,109.0,5344.258410531448,254.85641150658216
25-03-2020,Karnataka,41.0,5344.258410531448,254.85641150658216
25-03-2020,Gujarat,38.0,5344.258410531448,254.85641150658216
25-03-2020,Uttar Pradesh,37.0,5344.258410531448,254.85641150658216
25-03-2020,Rajasthan,36.0,5344.258410531448,254.85641150658216
25-03-2020,Telangana,35.0,5344.258410531448,254.85641150658216
25-03-2020,Delhi,31.0,5344.258410531448,254.85641150658216
25-03-2020,Punjab,29.0,5344.258410531448,254.85641150658216
25-03-2020,Haryana,28.0,5344.258410531448,254.85641150658216
25-03-2020,Tamil Nadu,18.0,5344.258410531448,254.85641150658216
25-03-2020,Madhya Pradesh,14.0,5344.258410531448,254.85641150658216
25-03-2020,Ladakh,13.0,5344.258410531448,254.85641150658216
25-03-2020,West Bengal,9.0,5344.258410531448,254.85641150658216
25-03-2020,Andhra Pradesh,9.0,5344.258410531448,254.85641150658216
25-03-2020,Chandigarh,7.0,5344.258410531448,254.85641150658216
25-03-2020,Jammu and Kashmir,7.0,5344.258410531448,254.85641150658216
25-03-2020,Uttarakhand,4.0,5344.258410531448,254.85641150658216
25-03-2020,Bihar,4.0,5344.258410531448,254.85641150658216
25-03-2020,Himachal Pradesh,3.0,5344.258410531448,254.85641150658216
25-03-2020,Odisha,2.0,5344.258410531448,254.85641150658216
25-03-2020,Chhattisgarh,1.0,5344.258410531448,254.85641150658216
25-03-2020,Puducherry,1.0,5344.258410531448,254.85641150658216
25-03-2020,Manipur,1.0,5344.258410531448,254.85641150658216
25-03-2020,Mizoram,1.0,5344.258410531448,254.85641150658216
26-03-2020,Maharashtra,124.0,1.0,3.0
26-03-2020,Kerala,118.0,6.0,0.0
26-03-2020,Karnataka,55.0,3.0,2.0
26-03-2020,Telangana,44.0,1.0,0.0
26-03-2020,Gujarat,43.0,0.0,3.0
26-03-2020,Rajasthan,41.0,3.0,0.0
26-03-2020,Uttar Pradesh,41.0,11.0,0.0
26-03-2020,Delhi,36.0,6.0,1.0
26-03-2020,Punjab,33.0,0.0,1.0
26-03-2020,Haryana,30.0,11.0,0.0
26-03-2020,Tamil Nadu,26.0,1.0,1.0
26-03-2020,Madhya Pradesh,20.0,0.0,1.0
26-03-2020,Jammu and Kashmir,13.0,1.0,1.0
26-03-2020,Ladakh,13.0,0.0,0.0
26-03-2020,Andhra Pradesh,11.0,1.0,0.0
26-03-2020,West Bengal,10.0,0.0,1.0
26-03-2020,Chandigarh,7.0,0.0,0.0
26-03-2020,Bihar,6.0,0.0,1.0
26-03-2020,Chhattisgarh,6.0,0.0,0.0
26-03-2020,Uttarakhand,5.0,0.0,0.0
26-03-2020,Goa,3.0,0.0,0.0
26-03-2020,Himachal Pradesh,3.0,0.0,1.0
26-03-2020,Odisha,2.0,0.0,0.0
26-03-2020,Andaman and Nicobar Islands,1.0,0.0,0.0
26-03-2020,Manipur,1.0,0.0,0.0
26-03-2020,Mizoram,1.0,0.0,0.0
26-03-2020,Puducherry,1.0,0.0,0.0
27-03-2020,Kerala,137.0,11.0,0.0
27-03-2020,Maharashtra,130.0,15.0,4.0
27-03-2020,Karnataka,55.0,3.0,2.0
27-03-2020,Telangana,45.0,1.0,0.0
27-03-2020,Gujarat,43.0,0.0,3.0
27-03-2020,Rajasthan,41.0,3.0,0.0
27-03-2020,Uttar Pradesh,41.0,11.0,0.0
27-03-2020,Delhi,36.0,6.0,1.0
27-03-2020,Punjab,33.0,0.0,1.0
27-03-2020,Haryana,30.0,11.0,0.0
27-03-2020,Tamil Nadu,29.0,1.0,1.0
27-03-2020,Madhya Pradesh,20.0,0.0,1.0
27-03-2020,Jammu and Kashmir,13.0,1.0,1.0
27-03-2020,Ladakh,13.0,3.0,0.0
27-03-2020,Andhra Pradesh,12.0,1.0,0.0
27-03-2020,West Bengal,10.0,0.0,1.0
27-03-2020,Chandigarh,7.0,0.0,0.0
27-03-2020,Bihar,6.0,0.0,1.0
27-03-2020,Chhattisgarh,6.0,0.0,0.0
27-03-2020,Uttarakhand,5.0,0.0,0.0
27-03-2020,Goa,3.0,0.0,0.0
27-03-2020,Himachal Pradesh,3.0,0.0,1.0
27-03-2020,Odisha,2.0,0.0,0.0
27-03-2020,Andaman and Nicobar Islands,1.0,0.0,0.0
27-03-2020,Manipur,1.0,0.0,0.0
27-03-2020,Mizoram,1.0,0.0,0.0
27-03-2020,Puducherry,1.0,0.0,0.0
28-03-2020,Maharashtra,180.0,25.0,5.0
28-03-2020,Kerala,176.0,11.0,0.0
28-03-2020,Telangana,56.0,1.0,0.0
28-03-2020,Karnataka,55.0,3.0,2.0
28-03-2020,Uttar Pradesh,55.0,11.0,0.0
28-03-2020,Rajasthan,54.0,3.0,0.0
28-03-2020,Gujarat,45.0,0.0,3.0
28-03-2020,Tamil Nadu,40.0,2.0,1.0
28-03-2020,Delhi,39.0,6.0,1.0
28-03-2020,Punjab,38.0,1.0,1.0
28-03-2020,Haryana,33.0,12.0,0.0
28-03-2020,Madhya Pradesh,30.0,0.0,2.0
28-03-2020,Jammu and Kashmir,20.0,1.0,1.0
28-03-2020,West Bengal,15.0,0.0,1.0
28-03-2020,Andhra Pradesh,14.0,1.0,0.0
28-03-2020,Ladakh,13.0,3.0,0.0
28-03-2020,Bihar,9.0,0.0,1.0
28-03-2020,Chandigarh,8.0,0.0,0.0
28-03-2020,Andaman and Nicobar Islands,6.0,0.0,0.0
28-03-2020,Chhattisgarh,6.0,0.0,0.0
28-03-2020,Uttarakhand,5.0,0.0,0.0
28-03-2020,Goa,3.0,0.0,0.0
28-03-2020,Himachal Pradesh,3.0,0.0,1.0
28-03-2020,Odisha,3.0,0.0,0.0
28-03-2020,Manipur,1.0,0.0,0.0
28-03-2020,Mizoram,1.0,0.0,0.0
28-03-2020,Puducherry,1.0,0.0,0.0
29-03-2020,Maharashtra,186.0,25.0,6.0
29-03-2020,Kerala,182.0,15.0,1.0
29-03-2020,Karnataka,76.0,5.0,3.0
29-03-2020,Telangana,66.0,1.0,1.0
29-03-2020,Uttar Pradesh,65.0,11.0,0.0
